CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,LpGBT_L0_version,LpGBT_L1_version,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
327,0xd68b,0xd6ac,0x44280390,0xe4acc0e1,V1,V1,18,12,23.8517586022736,0.000245914335824949,-0.00106995435203994,0.000101260064825525,2025-03-06 14:56:30.556281,23.8517586022736,0.000245842360870655,-0.000787336311943609,9.97193685061448E-05,2025-03-06 14:56:30.556281,11.9207293812467,0.000245500726882456,-0.00120341140823627,0.000101082150106219,2025-03-06 15:19:40.854973,11.9207293812467,0.00024579232334906,-0.000884611933203938,9.96877124140115E-05,2025-03-06 15:19:40.854973,-28.0434119172961,0.000243786600987287,-0.00112066838676328,0.000101234045636456,2025-03-06 15:49:40.673319,-28.0434119172961,0.000245451519981574,-0.000941845617801584,9.95588979656362E-05,2025-03-06 15:49:40.673319,True
328,0xd894,0xd8ac,0xcaf118e,0x84aaeb35,V1,V1,18,18,25.5020218204013,0.000244689537691096,2.1851513771598E-05,0.000103486717703547,2025-03-06 15:03:54.160895,25.5020218204013,0.000246052170831341,-0.000116779464236605,9.40163703874129E-05,2025-03-06 15:03:54.160895,11.9207293812467,0.000245248741115432,-0.000126933679454266,0.000103665377633016,2025-03-06 15:19:40.861005,11.9207293812467,0.000246099895794741,-0.000224474894942317,9.40620521902674E-05,2025-03-06 15:19:40.861005,-28.0434119172961,0.000246219027931686,-0.000211996455276864,0.000104484912837562,2025-03-06 15:49:40.680955,-28.0434119172961,0.000246249130292044,-0.000354269476941616,9.428351766365E-05,2025-03-06 15:49:40.680955,True
329,0xd703,0xd6e0,0x32a8b0e9,0x5229ceef,V2,V2,26,12,24.8664835584039,0.000245765519696597,0.000576079328717394,9.90780384070385E-05,2025-05-02 13:25:01.584719,24.8664835584039,0.000245433533303946,0.00106439554078408,9.73817764219225E-05,2025-05-02 13:25:01.584719,11.7498283360037,0.000244929170815529,-0.00117861599563346,9.70452164728879E-05,2025-05-16 13:47:42.530630,11.7498283360037,0.000244703340217786,-0.00066683024899783,9.59163101171422E-05,2025-05-16 13:47:42.530630,-28.0220492866407,0.000242886646712254,-0.00133828562908594,9.67398400956291E-05,2025-05-16 14:23:29.468310,-28.0220492866407,0.000243288150158912,-0.000714059391094424,9.54799325362538E-05,2025-05-16 14:23:29.468310,True
330,0xdabd,0xdad7,0xe4af1760,0x6c2b2493,V1,V1,13,11,27.4299992370489,0.000245684377036648,-0.00126361448447354,9.71263437205219E-05,2025-03-07 09:21:01.478419,27.4299992370489,0.000245043179316104,-0.00135842967518862,0.000101405012381267,2025-03-07 09:21:01.478419,11.8459601739528,0.000245574599705354,-0.00132597896141101,9.69289227510015E-05,2025-03-07 09:58:58.384770,11.8459601739528,0.000244800417225222,-0.00132014483401582,0.000101563760560904,2025-03-07 09:58:58.384770,-29.0341039139391,0.000243338193044841,-0.00131990578620211,9.50166402667542E-05,2025-03-07 10:56:16.194753,-29.0341039139391,0.000242114746052637,-0.00167476602086925,0.000101984101437791,2025-03-07 10:56:16.194753,True
331,0xd7e4,0xd7e5,0xe42df995,0x6c2dc5b7,V1,V1,22,17.5,25.5527580682078,0.00024579626649377,-0.0010977367805024,0.000105285635274216,2025-06-12 11:39:30.388160,25.5527580682078,0.00024522711620188,0.000253624508932404,9.59370699585261E-05,2025-06-12 11:39:30.388160,11.8566414892805,0.000245714831710109,-0.0010279622047234,0.000105663390056122,2025-06-12 12:02:50.474646,11.8566414892805,0.000245193160523957,0.000205291972055877,9.60435416137811E-05,2025-06-12 12:02:50.474646,-28.0380712596323,0.000245341906217696,-0.000982007744230962,0.000106692427805839,2025-06-12 12:42:30.513632,-29.0341039139391,0.000245484188260609,-0.00157922825463119,9.60561490589353E-05,2025-03-07 10:56:16.202217,True
332,0xd7b9,0xd7b6,0x2cad0886,0x4c2989b6,V1,V1,16.5,14,27.4299992370489,0.000245471335357688,-0.00178271283447118,9.63767911033711E-05,2025-03-07 09:21:01.484782,25.341802090486,0.000246045141406259,-0.000994926079999292,9.43920318332538E-05,2025-03-07 09:31:11.110963,11.8459601739528,0.000245422048686008,-0.00175161196152013,9.64760251586646E-05,2025-03-07 09:58:58.406973,11.8459601739528,0.00024586213079817,-0.00105094882649648,9.43703626702512E-05,2025-03-07 09:58:58.406973,-29.0341039139391,0.00024332584999084,-0.0017137320504651,9.76906282069871E-05,2025-03-07 10:56:16.209899,-29.0341039139391,0.000244660048641395,-0.000986952465673652,9.4251129714421E-05,2025-03-07 10:56:16.209899,True
333,0xd8c7,0xd8ca,0xca9330f,0xe42bee12,V1,V1,13.5,19.5,25.341802090486,0.000245497885846712,-0.00121054826006639,0.000101069483324416,2025-03-07 09:31:11.115831,24.5460440985733,0.000245290488955647,-0.000935630172500979,0.000100218943861652,2025-03-07 09:40:19.497473,11.8459601739528,0.000245674916029593,-0.0013697087774272,0.000101019565411385,2025-03-07 09:58:58.413237,11.8459601739528,0.000245542266767082,-0.000959898499067913,0.000100609346389548,2025-03-07 09:58:58.413237,-29.0341039139391,0.000246886089759365,-0.00145467030665447,0.000101650615435239,2025-03-07 10:56:16.217534,-29.0341039139391,0.000247591410892891,-0.00105758131091072,0.000103233754623497,2025-03-07 10:56:16.217534,False
334,0xd78a,0xd756,0xe4ac098d,0x6ca98221,V1,V1,14,16.5,27.4299992370489,0.000245340307408976,-0.00100296919736403,9.52998803999251E-05,2025-03-07 09:21:01.491783,25.5527580682078,0.000244695112796787,0.000186431790750452,9.52146613853381E-05,2025-06-12 11:39:30.376039,11.8459601739528,0.000244860481427852,-0.00104039241547688,9.52446575102627E-05,2025-03-07 09:58:58.419507,11.8566414892805,0.000243983117171757,0.000154138665675374,9.51250549106613E-05,2025-06-12 12:02:50.427150,-28.0380712596323,0.000243074490645331,-0.00128397061095259,9.38980701405112E-05,2025-06-12 12:42:30.499344,-28.0380712596323,0.000241745748001466,0.000227706191961108,9.48276237257779E-05,2025-06-12 12:42:30.499344,True
335,0xd689,0xd686,0x722e6660,0xb2aa968e,V2,V2,6,15.5,25.341802090486,0.000245410004681586,-0.000924667413176039,9.43485602264487E-05,2025-03-07 09:31:11.125321,25.341802090486,0.000245569926279977,-0.000917177486798482,9.79369403403361E-05,2025-03-07 09:31:11.125321,11.8459601739528,0.000244927471466752,-0.000916430944152613,9.42889906334183E-05,2025-03-07 09:58:58.425303,11.8459601739528,0.00024591619588131,-0.00107928376273231,9.78178339538176E-05,2025-03-07 09:58:58.425303,-28.5748073548486,0.000243888367574123,-0.00128497753144974,9.40921793848227E-05,2025-03-26 14:29:11.751502,-28.5748073548486,0.00024719442235603,-0.00154797881404356,9.7691693019651E-05,2025-03-26 14:29:11.751502,True
336,0xdb19,0xdb34,0xc429869b,0x24ac00d2,V1,V1,10,14.5,25.341802090486,0.00024573019479469,-0.00137222383769148,9.88972559346615E-05,2025-03-07 09:31:11.130248,25.5527580682078,0.000245709085666047,-0.00112727698958082,0.000100476594623044,2025-06-12 11:39:30.363806,11.8459601739528,0.000245781073673787,-0.00148603118331975,9.89123596854264E-05,2025-03-07 09:58:58.431085,11.8566414892805,0.000246301473796042,-0.00109677248616413,0.000100806913390488,2025-06-12 12:02:50.413894,-29.0341039139391,0.000245251643268786,-0.00135531757572027,0.000100433577458808,2025-03-07 10:56:16.240734,-28.0380712596323,0.000247753395414113,-0.00095154952622778,0.000101727079942851,2025-06-12 12:42:30.484642,False
337,0xdada,0xdb07,0x84ac9322,0x442d0f99,V1,V1,20,11,27.4299992370489,0.000245234132878744,-0.00102705076852355,0.000102102414675017,2025-03-07 09:21:01.501033,25.5527580682078,0.000245872504383708,-0.000885142128601357,9.72616583347588E-05,2025-06-12 11:39:30.348736,11.8459601739528,0.000244839331362109,-0.00107722151233103,0.000102213324452148,2025-03-07 09:58:58.436219,11.8566414892805,0.000245741721722713,-0.000941527764168393,9.72613375045627E-05,2025-06-12 12:02:49.738731,-28.0380712596323,0.000243319467253503,-0.00318435486635205,0.0000998904264865002,2025-06-12 12:42:30.469359,-29.0341039139391,0.000244733116560119,-0.000918139633755588,9.80268847475695E-05,2025-03-07 10:56:16.251990,False
338,0xd852,0xd869,0x84aabb3f,0x84a9c682,V1,V1,11,19.5,27.4299992370489,0.000244439182378098,-0.000290185037909785,9.25507285556026E-05,2025-03-07 09:21:01.504303,27.4299992370489,0.000244686620709398,-0.00030117924204659,9.72436747437847E-05,2025-03-07 09:21:01.504303,11.8459601739528,0.000244403349246483,-0.000373553920634429,9.2505211908081E-05,2025-03-07 09:58:58.442050,11.8459601739528,0.000244880524600531,-0.00041091038316543,9.73020106455206E-05,2025-03-07 09:58:58.442050,-29.0341039139391,0.000242539403532587,-0.00077317755174694,9.2101737997356E-05,2025-03-07 10:56:16.260533,-29.0341039139391,0.000245453889314033,-0.000657163271063577,9.78634004185508E-05,2025-03-07 10:56:16.260533,True
339,0xd8a1,0xd8ba,0x842e8787,0x44acfa2e,V1,V1,12,15,27.8332188906691,0.000246155820681163,-0.00100551615378858,9.77735955213293E-05,2025-03-07 14:22:20.444878,27.8332188906691,0.000245552863859087,-0.000973718776904831,0.000100274280557485,2025-03-07 14:22:20.444878,11.8245975432975,0.000245925425686798,-0.00116579880670692,9.76782464233512E-05,2025-03-07 14:40:28.072708,11.8245975432975,0.000245160060366957,-0.00113585358163609,0.000100297230559417,2025-03-07 14:40:28.072708,-28.2677195391775,0.000245026292488998,-0.00113363371078001,9.7716182946294E-05,2025-03-07 15:09:09.512150,-28.2677195391775,0.000244222379139,-0.00115731681846876,0.00010063367028318,2025-03-07 15:09:09.512150,True
340,0xda9c,0xdacb,0x4c2fa132,0xc4ab1cb0,V1,V1,17,21,27.8332188906691,0.000245992334031664,-0.000748728089554784,0.000102776335019761,2025-03-07 14:22:20.453069,27.8332188906691,0.000245537254590175,-0.000776604457779884,9.79014852229489E-05,2025-03-07 14:22:20.453069,11.8245975432975,0.000245700746434036,-0.000930180707813089,0.000102938197168943,2025-03-07 14:40:28.081224,11.8245975432975,0.000245508519841496,-0.00103611736565684,9.77626421298974E-05,2025-03-07 14:40:28.081224,-28.2677195391775,0.000244884313234883,-0.000973174804693833,0.000103763581658928,2025-03-07 15:09:09.524962,-28.2677195391775,0.000244978822905079,-0.00114509173617761,9.77202522482666E-05,2025-03-07 15:09:09.524962,True
341,0xd73c,0xd74a,0xc4aef8f4,0x2ca82c0d,V1,V1,9,8,27.8332188906691,0.000245051870882514,-0.000955046419748362,9.75323663198636E-05,2025-03-07 14:22:20.460336,27.8332188906691,0.000245330185233227,-0.000913536332279807,0.000100941840580301,2025-03-07 14:22:20.460336,11.8245975432975,0.000245086789916978,-0.0013224513523859,9.73835887985906E-05,2025-03-07 14:40:28.094682,11.8245975432975,0.000245838905915271,-0.00129164175610458,0.000100837184078204,2025-03-07 14:40:28.094682,-28.2677195391775,0.000244971441952591,-0.0014081438036424,9.76152671488395E-05,2025-03-07 15:09:09.539930,-28.2677195391775,0.000246615442936462,-0.00137446745441294,0.000101411945172891,2025-03-07 15:09:09.539930,True
342,0xdaac,0xdac4,0x442d2b24,0x42945f1,V1,V1,16.5,11.5,27.8332188906691,0.000246245816867531,-0.000854419027130959,0.000100128903904802,2025-03-07 14:22:20.467528,27.8332188906691,0.000245434203346514,-0.000260533419633613,9.79105025722952E-05,2025-03-07 14:22:20.467528,11.8245975432975,0.000246576481994504,-0.00120221840694806,9.99587026358632E-05,2025-03-07 14:40:28.103572,11.8245975432975,0.000245666720008242,-0.000651759578942424,9.76484965437078E-05,2025-03-07 14:40:28.103572,-28.2677195391775,0.000247254321913482,-0.00130131807549572,0.000100201705523877,2025-03-07 15:09:09.549655,-28.2677195391775,0.000245897118005578,-0.0007684640448406,9.76749517361606E-05,2025-03-07 15:09:09.549655,False
343,0xd793,0xd789,0x2ca88afe,0xc429f826,V1,V1,13.5,13.5,27.8332188906691,0.000245018070452459,-0.000616766393087664,0.000104672379966594,2025-03-07 14:22:20.474706,27.8332188906691,0.000245038156429002,2.15643586569669E-05,9.88068800354157E-05,2025-03-07 14:22:20.474706,11.8245975432975,0.000245358846547073,-0.00114422792081886,0.000104506930367878,2025-03-07 14:40:28.112102,11.8245975432975,0.00024505940862462,-0.000475566576994324,9.84454516589872E-05,2025-03-07 14:40:28.112102,-28.2677195391775,0.000245418256850947,-0.00123785168652735,0.000104760637750771,2025-03-07 15:09:09.559519,-28.2677195391775,0.000244739240421203,-0.000623704145324699,9.832471397121E-05,2025-03-07 15:09:09.559519,True
344,0xd77f,0xd7a3,0xa4ad1a85,0x44af74f6,V1,V1,15.5,15,27.8332188906691,0.000244906550925177,8.36147809093468E-05,9.83411829874188E-05,2025-03-07 14:22:20.481984,27.8332188906691,0.000244984509770441,0.000223047392416409,9.54804405812703E-05,2025-03-07 14:22:20.481984,11.8245975432975,0.000245220090761058,-0.000529951262778272,9.79918552954668E-05,2025-03-07 14:40:28.120432,11.8245975432975,0.000245099593316954,-0.000379112349826904,9.49613316587429E-05,2025-03-07 14:40:28.120432,-28.2677195391775,0.000245986574609702,-0.000694531323321368,9.84011785946993E-05,2025-03-07 15:09:09.569516,-28.2677195391775,0.00024517417905456,-0.000590702360142914,9.4646004025028E-05,2025-03-07 15:09:09.569516,True
345,0xd8f3,0xd90d,0xac2848cc,0x8c29d615,V1,V1,14,15,27.8332188906691,0.000245595767746837,-1.55248192277857E-05,0.000103338299811514,2025-03-07 14:22:20.489432,22.6874952315557,0.000246256153372371,-0.00161273088718317,0.00010127839142321,2025-05-20 10:55:00.272810,11.8245975432975,0.000245079188974753,-0.000680889595541134,0.000102820657402381,2025-03-07 14:40:28.128832,11.8566414892805,0.000246048040354094,-0.00158611019930704,0.000101549917502287,2025-05-20 11:13:08.228596,-28.2677195391775,0.000243437181181268,-0.000856595043373487,0.000102774651735403,2025-03-07 15:09:09.579345,-28.115510795758,0.000245110790230246,-0.00158245817480945,0.000101947810133579,2025-05-20 11:44:06.394683,True
346,0xd893,0xd8ab,0x44a91ecf,0x8ca84a08,V1,V1,17.5,20.5,27.8332188906691,0.00024551539655413,0.000208651298112705,9.82478094690911E-05,2025-03-07 14:22:20.496890,27.8332188906691,0.000245333703404883,0.000531859998429529,9.68800640499822E-05,2025-03-07 14:22:20.496890,11.8245975432975,0.000246440015660147,-0.000475181964727511,9.76767943266425E-05,2025-03-07 14:40:28.137167,11.8245975432975,0.000246049268404195,-0.000164302238439051,9.64702571047785E-05,2025-03-07 14:40:28.137167,-28.2677195391775,0.000247969890870886,-0.000683477291277046,9.75575374440298E-05,2025-03-07 15:09:09.589151,-28.2677195391775,0.000247353932075551,-0.000328941047772258,9.68519010760159E-05,2025-03-07 15:09:09.589151,False
347,0xd6b2,0xd6b1,0x642fd5f7,0x2c2c540e,V1,V1,22,18,30.2231631952392,0.000244802785787042,-0.000753108233338851,0.000104356311493931,2025-03-07 14:08:14.261068,30.2231631952392,0.000244824778291016,-0.000863436391833228,0.000101260690512851,2025-03-07 14:08:14.261068,11.8245975432975,0.000244684834984636,-6.57585267290206E-05,0.000105189560457379,2025-03-07 14:40:28.145529,11.8245975432975,0.000244130804422233,-8.13741590121597E-05,0.000102068378447972,2025-03-07 14:40:28.145529,-28.2677195391775,0.000244695568244167,-0.000338317421774093,0.000105475699664028,2025-03-07 15:09:09.599001,-28.2677195391775,0.000242283548687076,-0.000291979616743654,0.00010179420415598,2025-03-07 15:09:09.599001,True
348,0xd896,0xd8ae,0x442bbb4d,0x6c2b42af,V1,V1,17.5,16.5,27.8332188906691,0.000245365285730502,0.000936517279650828,9.77471064981348E-05,2025-03-07 14:22:20.511417,27.8332188906691,0.000245004097445818,0.000891471514878617,9.65632415395967E-05,2025-03-07 14:22:20.511417,11.8245975432975,0.000245783608731629,1.81817659563044E-05,9.7105443777637E-05,2025-03-07 14:40:28.154106,11.8245975432975,0.000244026191821611,0.000132504749307261,9.54711935034427E-05,2025-03-07 14:40:28.154106,-28.2677195391775,0.000246135601469134,-0.000301879035378205,9.72787122269816E-05,2025-03-07 15:09:09.610509,-28.2677195391775,0.000241516347985917,-0.000119557487109345,9.43712010986847E-05,2025-03-07 15:09:09.610509,True
349,0xd915,0xd930,0xc4ae64cd,0x84aff6e1,V1,V1,15,10.5,36.5999084458686,0.00024519266864239,-0.000704076708490209,9.84645243264808E-05,2025-03-10 11:51:31.753024,36.5999084458686,0.00024557970800815,-0.000713414783378774,9.26564414420711E-05,2025-03-10 11:51:31.753024,11.8566414892805,0.000245736699665379,-0.000937639447643857,9.81247807158969E-05,2025-03-10 12:09:58.052104,11.8566414892805,0.00024515613995369,-0.00101090741223858,9.20112004501635E-05,2025-03-10 12:09:58.052104,-28.2089723048753,0.000246872046757703,-0.000961474336563961,9.77969951493008E-05,2025-03-10 12:38:00.093666,-28.2089723048753,0.000243944825160868,-0.00106487845053199,9.10939155824929E-05,2025-03-10 12:38:00.093666,False
350,0xd8d3,0xd8d6,0x72288822,0xd228959f,V2,V2,4,14.5,24.7676813916228,0.000245609871491433,-0.000561559008824986,9.81616825810235E-05,2025-05-01 14:54:51.537873,24.7676813916228,0.000245664454631559,-4.75253334131787E-05,9.69082564715697E-05,2025-05-01 14:54:51.537873,11.7071030746929,0.000245259390763118,-0.00101799382739176,9.79167695585992E-05,2025-04-24 09:00:36.403320,11.7071030746929,0.000245492789770125,-0.000585756790301484,9.66816993871112E-05,2025-04-24 09:00:36.403320,-28.593499656672,0.000243955496050641,-0.00105226726670904,9.78890700883502E-05,2025-04-24 09:34:39.033195,-28.7376974135958,0.000243546930102353,-0.000288425819482296,9.77026754075477E-05,2025-04-17 15:24:25.007388,True
351,0xdb0a,0xdb21,0x6c2d426a,0x84280c5f,V1,V1,12,17,36.5999084458686,0.000245215722468731,-0.000442782843233236,9.96625432952843E-05,2025-03-10 11:51:31.766627,36.5999084458686,0.000245086444479767,-0.000268907727718759,9.03592624413572E-05,2025-03-10 11:51:31.766627,11.8566414892805,0.000244658684183953,-0.000907885901124172,9.91519090754816E-05,2025-03-10 12:09:58.067340,11.8566414892805,0.000244757221289937,-0.000771259004208047,8.96678395592758E-05,2025-03-10 12:09:58.067340,-28.2089723048753,0.000242878633112077,-0.00104316477640748,9.87723310893939E-05,2025-03-10 12:38:00.112627,-28.2089723048753,0.00024379558719712,-0.00100832855803618,8.88605622184519E-05,2025-03-10 12:38:00.112627,False
352,0xd925,0xd93f,0xac284190,0x2c2a0ba8,V1,V1,17,20.5,36.5999084458686,0.000245315676244442,-0.000415893626937891,9.51205023489256E-05,2025-03-10 11:51:31.772917,36.5999084458686,0.000247203242405955,0.000237294399382193,9.74254096203051E-05,2025-03-10 11:51:31.772917,11.8566414892805,0.000244607825636128,-0.00100614649173608,9.43752414500085E-05,2025-03-10 12:09:58.074600,11.8566414892805,0.000247271492907294,-0.000429522487370104,9.69173707405665E-05,2025-03-10 12:09:58.074600,-28.2089723048753,0.000242482457697082,-0.00116368739242106,9.36041380856205E-05,2025-03-10 12:38:00.121438,-28.2089723048753,0.000247032114746042,-0.00067667835409635,9.6808724840815E-05,2025-03-10 12:38:00.121438,False
353,0xd808,0xd7ed,0x2c2c8a1c,0x6c2e81ff,V1,V1,17.5,9,36.5999084458686,0.000244768465822402,8.89043416512081E-05,9.75700224398029E-05,2025-03-10 11:51:31.779301,24.2603189135576,0.000244848176621302,-0.00051358975714022,0.000101221004534353,2025-03-10 10:32:06.032436,11.8566414892805,0.000245278397765792,-0.000699386974998439,9.67629539155067E-05,2025-03-10 12:09:58.081706,11.8566414892805,0.000244592246220113,-0.000263515740198339,0.000101570561058678,2025-03-10 12:09:58.081706,-28.2089723048753,0.00024620683337922,-0.000974291203210076,9.61813178278215E-05,2025-03-10 12:38:00.130371,-28.2089723048753,0.000243708322929174,-0.00054298702890826,0.000101777325744782,2025-03-10 12:38:00.130371,True
354,0xd8f6,0xd8f8,0xa42fb594,0x8c2c585d,V1,V1,12,19,36.5999084458686,0.000245871109943302,0.00073527217505498,9.56437824051651E-05,2025-03-10 11:51:31.788871,36.5999084458686,0.000244846479199901,0.000899365747481729,9.49302576673215E-05,2025-03-10 11:51:31.788871,11.8566414892805,0.000244794780952594,-0.000142686514908563,9.47222549241041E-05,2025-03-10 12:09:58.092018,11.8566414892805,0.000244816225598409,-5.91761472574226E-05,9.39708611462159E-05,2025-03-10 12:09:58.092018,-28.2089723048753,0.000242159544399727,-0.000341659219987023,9.42344606301766E-05,2025-03-10 12:38:00.142135,-28.2089723048753,0.000244262460337271,-0.000397259418057239,9.34010735166572E-05,2025-03-10 12:38:00.142135,True
